x, y
6.993288590604027, 7.4324324324324325
7.677852348993289, 6.297297297297297
8.342281879194632, 5.108108108108109
8.926174496644295, 3.810810810810811
9.308724832214764, 2.621621621621622
9.510067114, 1.7027027027027026
9.953020134228188,-1.216216216
10.093959731543624,-2.567567568
10.234899328859061,-3.432432432
10.416107382550337,-2.405405405
10.536912751677852,-1.108108108
10.61744966442953,-0.297297297
10.718120805369127, 0.5135135135135135
10.919463087248321, 1.810810810810811
11.040268456375838, 2.675675675675676
11.302013422818792, 4.081081081081081
11.463087248322147,5.27027027
11.644295302013422, 6.513513513513514
11.906040268456376, 7.540540540540541
12.208053691275168, 8.243243243243244
12.651006711409396, 8.945945945945947
13.154362416107382, 10.135135135135135
13.496644295302012, 10.513513513513514
13.838926174496644, 10.837837837837839
14.38255033557047, 10.837837837837839
14.765100671140939, 10.243243243243244
15.06711409395973, 8.945945945945947
15.228187919463087, 7.864864864864865
15.369127516778523, 7.108108108108109
15.51006711409396, 6.351351351351352
15.751677852348994, 5.162162162162162
15.993288590604028, 3.7027027027027026
16.093959731543624,3.27027027
16.375838926174495, 4.351351351351352
16.536912751677853, 5.756756756756757
16.65771812080537,7
16.879194630872483, 8.405405405405407
17.161073825503355, 9.054054054054054
17.42281879194631, 7.972972972972974
17.70469798657718, 8.891891891891891
18.06711409395973, 9.756756756756758
18.630872483221474, 10.297297297297298
19.033557046979865, 10.351351351351353
19.375838926174495, 10.45945945945946
19.798657718120804, 10.567567567567568
