x, y
5.208332481838175, 3.710604799620763e-12
5.7142840923901765, 2.5280020233355063e-12
6.488093372915369, 1.8360670761906916e-12
7.083331630343018, 1.5647469220708874e-12
7.738095075905683, 1.3768587978968642e-12
8.303569603938946, 1.3335204153925012e-12
8.809523485144702, 1.515498219469224e-12
9.464284660053616, 2.3713740672823424e-12
9.791665247508071, 3.0627502883207084e-12
10.178571023097547, 6.390802026464002e-12
10.624999716168283, 1.722309480007758e-11
11.071428409239019, 3.831187239046413e-11
11.696428125407301, 2.3713740672823426e-11
12.142856818478037, 1.564748830990302e-11
12.827381722781334, 7.74262948019362e-12
13.60119100330653, 3.831187239046413e-12
14.61309422441053, 2.296737655125467e-12
15.714288633697684, 1.6681016677586887e-12
17.440475947191864, 1.2508992089654154e-12
18.809525755798457, 1.2508992089654154e-12
19.851192706296843, 1.1733969821000019e-12
