x, y
0.12396694214876014, 0.0008390357924524061
0.22727272727272751, 0.0004337056920376624
0.5165289256198342, 0.00020898828939796665
0.8884297520661155, 0.00011752275160931675
1.3636363636363633, 0.00007712499021672562
2.0041322314049586, 0.000052055115524724
2.9545454545454546, 0.000035631103137013915
3.760330578512397, 0.000028462188637771124
4.090909090909091, 0.000029272742647110007
4.566115702479339, 0.000044605688161159734
5.103305785123967, 0.00006893100875863475
5.681818181818182, 0.00010357236721286975
6.2809917355371905, 0.00015131362954728044
6.880165289256198, 0.00022418665448832755
7.479338842975206, 0.0003368519178965469
8.119834710743802, 0.0005279113211357945
8.553719008264462, 0.000793213768276073
9.008264462809917, 0.0011752275160931687
9.359504132231404, 0.0018418060806363668
9.731404958677686, 0.003275245830480139
9.938016528925619, 0.004990806496225569
10.061983471074381, 0.008044291596180142
10.165289256198347, 0.013714978210185668
10.227272727272727, 0.018942575390285488
10.289256198347108, 0.03275245830480139
10.330578512396695, 0.052055115524723944
10.371900826446282, 0.09520473238296114
10.433884297520661, 0.1669402177377698
10.475206611570247, 0.21194321220090198
10.66115702479339, 0.2927274264710999
10.991735537190083, 0.3716395719756601
11.34297520661157, 0.4043033287952993
11.735537190082646, 0.4100198458738465
12.169421487603305, 0.4043033287952993
12.458677685950413, 0.3563110313701392
12.541322314049587, 0.2846218863777114
12.541322314049587, 0.20607456427567736
12.561983471074381, 0.1492040074003805
12.603305785123968, 0.09256854012481411
12.62396694214876, 0.06608789987999944
12.644628099173554, 0.04921224423897841
12.685950413223141, 0.037163957197565996
12.727272727272727, 0.026907791188218597
12.789256198347108, 0.01948202724429448
12.871900826446282, 0.013714978210185668
12.975206611570247, 0.010212835611926993
13.099173553719009, 0.0072912984962479385
13.347107438016529, 0.004398379343889289
13.553719008264464, 0.0033215551170798063
13.987603305785123, 0.0020607456427567737
14.276859504132231, 0.0016231769006967603
14.793388429752067, 0.001111045148499872
15.392561983471074, 0.0008044291596180142
16.48760330578512, 0.0004990806496225569
17.231404958677686, 0.0003876275481203826
17.933884297520663, 0.0003140155967905264
18.780991735537192, 0.0002508362179157403
19.50413223140496, 0.00021194321220090198
20.392561983471076, 0.00017908069883722236
21.136363636363637, 0.0001600546487638191
21.921487603305785, 0.0001410555711884726
22.789256198347108, 0.00012257859358869293
23.987603305785125, 0.00010212835611926984
24.731404958677686, 0.0000900053432887219
