x, y
5.059522917481262, 8.522264973021515e-12
6.071426138585261, 4.49549257556126e-12
7.053570171602385, 2.966349944924582e-12
8.244046686457684, 2.4484389040855062e-12
9.047617425723512, 2.610156950326712e-12
9.494046118794248, 4.084240036724933e-12
10, 5.806157439228027e-12
10.47619015181137, 1.4216021757451438e-11
10.982141762363371, 4.216959246726599e-11
11.666666666666668, 5.446417470336096e-11
11.96428579538049, 6.18965850354153e-11
12.648810699683787, 4.495498059855835e-11
13.125000851495157, 3.480697580639301e-11
13.690477650182178, 1.8360670761906916e-11
14.255952178215441, 1.1733941191243354e-11
14.880954165037473, 7.994249199558394e-12
15.80357073926583, 5.994838440175111e-12
16.60714601983916, 4.49549257556126e-12
17.113097630391156, 4.216964391223298e-12
18.27381041585207, 3.955693036513381e-12
19.37500028383172, 3.710600272858767e-12
19.851192706296843, 3.593813176661882e-12
